TrapID	x	y		LeopardRAI	SpHyRAI	HumanRAI
Welct4	585786.4502	7317882.298	/	3.488372093	0	12.79069767
Welct5	583857.0563	7317810.808	/	2.325581395	1.162790698	10.46511628
Welct6	579977.5911	7322624.44	/	1.136363636	0	7.954545455
Welct7	580076.2008	7318327.648	/	1.219512195	1.219512195	9.756097561
Welct8	581675.5281	7313628.045	/	2.5	0	17.5
Welct9	583557.1964	7314654.583	/	1.25	0	10
Welct10	586531.7221	7314574.686	/	1.25	0	26.25
Welct11	588614.4965	7314405.657	/	1.428571429	0	12.85714286
Welct12	590120.8844	7312035.341	/	12.5	0	4.6875
Welct13	588289.5249	7312916.145	/	6.097560976	2.43902439	6.097560976
Welct14	584281.7849	7312249.661	/	0	1.515151515	15.15151515
Welct15	577789.232	7310838.576	/	2.43902439	0	7.317073171
Welct16	580537.2209	7312459.743	/	1.666666667	3.333333333	13.33333333
Welct17	579662.1667	7309895.795	/	1.25	0	6.25
Welct18	581740.2696	7310434.238	/	0	1.219512195	7.317073171
Welct19	583572.185	7309811.174	/	0	1.612903226	12.90322581
Welct20	585719.6118	7310877.918	/	1.612903226	1.612903226	20.96774194
Welct21	588945.7828	7309793.833	/	6.451612903	1.612903226	11.29032258
Welct22	590049.7809	7310592.96	/	7.142857143	0	14.28571429
Welct23	591619.2469	7310071.278	/	1.785714286	0	8.928571429
Welct24	586047.278	7308199.561	/	3.225806452	0	11.29032258
Welct25	581302.8269	7307950.885	/	0	0	7.142857143
Welct26	574469.4201	7320932.627	/	0	5.172413793	12.06896552
Welct27	581451.589	7305779.721	/	0	0	56.25
Welct28	583977.1516	7306593.159	/	0	0	6.25
Welct29	577143.4288	7319691.475	/	0	5.172413793	8.620689655
Welct30	590268.1277	7322398.824	/	4.545454545	0	13.63636364
Welct31	582398.6521	7304331.397	/	7.142857143	0	8.928571429
Welct32	579857.9162	7316527.334	/	0	3.448275862	8.620689655
Welct33	573457.7018	7318907.187	/	0	6.25	16.66666667
Welct34	584927.9382	7316762.462	/	1.785714286	0	19.64285714
Welct35	588056.3394	7315725.732	/	0	0	18.18181818
Welct36	590948.0339	7316461.519	/	1.515151515	0	9.090909091
Welct37	580477.2942	7320305.191	/	2.777777778	0	11.11111111
Welct38	582623.6968	7319926.331	/	4.761904762	4.761904762	9.523809524
Welct39	584109.6591	7320343.897	/	6.060606061	1.515151515	6.060606061
Welct40	588570.6245	7320861.518	/	1.612903226	0	22.58064516
Wonct1	670435.4529	7425210.554	/	0	0	0
Wonct2	664738.6415	7430192.246	/	0.757575758	0	2.272727273
Wonct3	662508.3292	7431870.105	/	0	0	5.263157895
Wonct4	665120.014	7432927.915	/	2.127659574	0	2.127659574
Wonct5	666576.8932	7430480.578	/	3.921568627	0	4.901960784
Wonct6	667879.6111	7431639.968	/	2	0	5
Wonct7	669702.2915	7432233.979	/	1.960784314	0	4.901960784
Wonct8	669395.6838	7430034.689	/	1.020408163	0	4.081632653
Wonct9	667700.8686	7433206.817	/	0	0	3.401360544
Wonct10	671225.0601	7431491.13	/	3.260869565	0	6.52173913
Wonct11	669738.7204	7422890.686	/	0	0	4.081632653
Wonct12	671812.8955	7428500.58	/	0	0	16.66666667
Wonct13	673347.3129	7426858.081	/	0	0	3.968253968
Wonct14	670203.426	7427184.718	/	0	0	12.5
Wonct15	671007.9945	7421808.474	/	0	0	4.964539007
Wonct16	668706.0044	7424456.356	/	0	0	4.901960784
Wonct17	666156.9023	7419851.257	/	0	0	9.150326797
Wonct18	670496.0801	7420068.892	/	1.333333333	0	4.666666667
Wonct19	669981.8378	7415744.36	/	1.960784314	0	6.862745098
Wonct20	669215.9347	7413411.968	/	0	0	5.319148936
Wonct21	667702.4988	7413921.017	/	1.041666667	0	8.333333333
Wonct22	665956.0381	7418449.209	/	0	0	5.882352941
Wonct23	666276.8041	7416324.778	/	0	0	7.142857143
Wonct24	664438.1638	7415407.473	/	0	0	6.944444444
Wonct25	663027.7787	7413605.646	/	0	0	6.25
Wonct26	665135.6216	7414315.408	/	3.418803419	0	4.273504274
Wonct27	660942.3831	7413806.824	/	0	0	10.71428571
Wonct28	660865.0596	7411973.739	/	0	0	8.536585366
Wonct29	661999.207	7411459.638	/	6.862745098	0	4.901960784
Wonct30	664172.3434	7412374.752	/	0	0	6.41025641
Wonct31	665907.2979	7412654.236	/	0.980392157	0	6.862745098
Wonct32	665483.5068	7410701.03	/	0	0	2.702702703
Wonct33	667693.2263	7419409.755	/	0	0	7.142857143
Wonct34	667914.5663	7411634.883	/	0	0	7.843137255
Wonct35	666903.0492	7422357.005	/	0.757575758	0	2.272727273
Wonct36	668863.9975	7417695.317	/	3	0	6
Wonct37	667786.3686	7415724.052	/	0	0	4
Zinct1	665851.8417	7480092.126	/	0	0	10.07751938
Zinct2	664744.0617	7482334.454	/	0	0	8.139534884
Zinct3	670043.5199	7468348.855	/	0	0	27.5
Zinct4	657129.5858	7463647.166	/	0.740740741	0	5.185185185
Zinct5	665505.7358	7470963.285	/	0	0	41.11111111
Zinct6	669880.2228	7473013.336	/	0.793650794	0	8.73015873
Zinct7	660427.6718	7473465.164	/	5.555555556	0	12.22222222
Zinct8	661591.9347	7470788.467	/	0	0	11.62790698
Zinct9	657404.4852	7472175.952	/	0	0	5.426356589
Zinct10	667783.2517	7471404.793	/	2.222222222	1.111111111	11.11111111
Zinct11	661336.1158	7475235.45	/	14.44444444	0	4.444444444
Zinct12	664104.5782	7473706.266	/	0	0	18.51851852
Zinct13	659559.6869	7468220.511	/	0.740740741	0	2.962962963
Zinct14	667431.4205	7476021.414	/	0.740740741	0	6.666666667
Zinct15	667769.2073	7473634.854	/	0	0	9.62962963
Zinct16	664767.5902	7478905.25	/	2.380952381	0	14.28571429
Zinct17	668280.0671	7482222.43	/	0	0	5.185185185
Zinct18	667181.3097	7468749.172	/	1.481481481	0	7.407407407
Zinct19	662378.3755	7460727.379	/	0	0	4.545454545
Zinct20	666552.572	7465157.044	/	1.481481481	0	21.48148148
Zinct21	669062.4944	7467133.685	/	0	0	15.85365854
Zinct22	664530.7305	7462308.056	/	2.43902439	0	7.317073171
Zinct23	656726.6798	7465522.525	/	1.111111111	0	4.444444444
Zinct24	668453.09	7479823.968	/	0.775193798	0	7.751937984
Zinct25	665044.6224	7477078.346	/	1.19047619	0	35.71428571
Zinct26	659494.4044	7471270.973	/	2.325581395	0	5.813953488
Zinct27	670162.8402	7475794.984	/	0.775193798	0	13.95348837
Zinct28	663039.1215	7463871.264	/	0	0	5.555555556
Zinct29	661675.1314	7478605.623	/	1.111111111	0	2.222222222
Zinct30	662597.872	7469626.323	/	2.222222222	0	7.407407407
Zinct31	663061.5344	7480251.183	/	0	0	16.21621622
Zinct32	669442.2517	7477652.973	/	0	0	5.426356589
Zinct33	665314.3502	7469195.749	/	3.603603604	0	9.009009009
Zinct34	663579.9005	7466740.996	/	0	0	17.77777778
Zinct35	666707.6178	7466705.096	/	5.555555556	0	11.11111111
Zinct36	660954.3412	7463987.442	/	2.380952381	0	7.142857143
Zinct37	659264.565	7465734.207	/	0.740740741	0	4.444444444
Zinct39	665495.0938	7474843.143	/	0	0	4.04040404
Zinct40	663004.2503	7471956.149	/	7.575757576	0	7.575757576
